Concurso,Data do Sorteio,Coluna1,Coluna2,Coluna3,Coluna4,Coluna5,Coluna6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Acumulado,Sorteio Especial
1698,2015-04-25,11,13,24,28,44,45,0,132,8869,true,false
1699,2015-04-29,1,6,10,30,33,38,0,189,9424,true,false
1700,2015-05-02,15,18,41,48,50,58,1,65,5380,false,false
1701,2015-05-05,3,9,18,32,40,56,1,59,3328,false,false
1702,2015-05-07,17,19,33,35,39,52,1,139,5963,false,false
1703,2015-05-09,3,23,26,35,39,49,0,75,4451,true,false
1704,2015-05-13,1,7,11,32,51,59,0,74,6399,true,false
1705,2015-05-16,25,27,29,37,50,51,0,60,6095,true,false
1706,2015-05-20,12,31,34,36,48,56,1,136,10756,false,false
1707,2015-05-23,7,16,20,27,36,52,0,65,4048,true,false
1708,2015-05-27,17,29,32,38,45,50,0,72,4174,true,false
1709,2015-05-30,7,19,30,35,42,47,0,102,6499,true,false
1710,2015-06-03,7,21,28,56,58,59,0,90,6845,true,false
1711,2015-06-06,22,26,38,39,45,50,0,85,6112,true,false
1712,2015-06-10,2,12,19,29,50,59,0,169,9443,true,false
1713,2015-06-13,3,10,16,23,27,29,2,388,21476,false,false
1714,2015-06-17,2,8,24,36,51,52,0,106,5421,true,false
1715,2015-06-20,16,20,35,40,53,60,0,58,4649,true,false
1716,2015-06-24,2,25,36,41,42,53,1,62,5896,false,false
1717,2015-06-27,2,9,16,37,44,58,0,122,4934,true,false
1718,2015-07-01,4,30,31,32,47,53,0,49,3197,true,false
1719,2015-07-04,1,22,31,34,44,54,0,45,3009,true,false
1720,2015-07-07,18,23,31,39,49,57,0,47,3410,true,false
1721,2015-07-09,4,12,19,33,36,38,1,188,9668,false,false
1722,2015-07-11,9,23,39,41,49,58,0,33,2640,true,false
1723,2015-07-15,14,27,30,46,52,60,0,54,3169,true,false
1724,2015-07-18,27,33,37,39,58,60,0,53,4281,true,false
1725,2015-07-22,16,18,26,30,31,34,0,51,5054,true,false
1726,2015-07-25,3,10,42,49,54,57,0,111,7581,true,false
1727,2015-07-29,4,6,19,20,40,41,1,122,8814,false,false
1728,2015-08-01,3,8,28,39,42,59,0,45,3617,true,false
1729,2015-08-04,7,14,23,43,44,53,0,39,2553,true,false
1730,2015-08-06,1,10,17,24,42,51,2,195,10089,false,false
1731,2015-08-08,5,18,27,43,49,59,0,68,4160,true,false
1732,2015-08-12,25,34,38,45,53,60,1,73,3177,false,false
1733,2015-08-15,3,5,9,14,41,46,1,63,4818,false,false
1734,2015-08-19,12,17,25,29,41,52,0,64,3315,true,false
1735,2015-08-22,6,16,33,34,45,46,0,86,4779,true,false
1736,2015-08-26,12,13,24,29,32,41,0,105,6581,true,false
1737,2015-08-29,5,8,42,50,51,59,0,73,5770,true,false
1738,2015-09-02,12,28,37,46,48,53,1,96,6889,false,false
1739,2015-09-05,9,10,17,32,34,46,0,51,4020,true,false
1740,2015-09-09,10,15,25,38,47,53,0,62,4599,true,false
1741,2015-09-12,15,18,20,32,48,49,1,82,6448,false,false
1742,2015-09-16,11,19,21,23,27,52,0,83,4483,true,false
1743,2015-09-19,4,10,29,31,34,35,0,40,3955,true,false
1744,2015-09-23,9,12,14,29,42,56,0,96,5272,true,false
1745,2015-09-26,9,13,18,47,52,60,0,128,6976,true,false
1746,2015-09-30,6,18,37,40,41,58,0,106,5849,true,false
1747,2015-10-03,6,33,34,48,53,59,2,93,8700,false,false
1748,2015-10-07,2,10,13,41,49,53,0,76,3731,true,false
1749,2015-10-10,3,13,14,29,33,43,0,78,7101,true,false
1750,2015-10-13,15,17,20,31,41,48,0,23,1865,true,false
1751,2015-10-15,15,22,23,42,51,57,0,47,4580,true,false
1752,2015-10-17,9,36,37,53,55,60,0,70,5668,true,false
1753,2015-10-21,8,15,29,35,45,54,1,149,8929,false,false
1754,2015-10-24,20,27,30,31,40,53,0,22,1958,true,false
1755,2015-10-28,2,5,8,18,30,48,0,123,8784,true,false
1756,2015-10-31,6,13,14,28,35,45,0,134,10310,true,false
1757,2015-11-04,13,25,28,37,43,56,0,311,11196,true,false
1758,2015-11-07,6,11,16,23,36,42,0,230,13800,true,false
1759,2015-11-10,2,14,21,22,51,60,0,70,5957,true,false
1760,2015-11-13,10,24,25,36,47,48,0,206,14689,true,false
1761,2015-11-14,9,10,36,50,53,55,0,176,17821,true,false
1762,2015-11-18,26,32,42,45,55,59,0,219,18595,true,false
1763,2015-11-21,9,12,15,21,31,36,0,689,43184,true,false
1764,2015-11-25,6,7,29,39,41,55,1,401,33850,false,false
1765,2015-11-28,1,6,28,37,56,58,0,185,9138,true,false
1766,2015-12-02,22,23,41,46,53,60,0,70,7088,true,false
1767,2015-12-05,16,26,35,39,44,45,0,84,7608,true,false
1768,2015-12-09,5,7,11,34,35,50,0,156,12402,true,false
1769,2015-12-12,32,37,44,47,54,60,0,105,7782,true,false
1770,2015-12-16,11,26,27,30,34,41,0,110,8861,true,false
1771,2015-12-19,2,20,27,28,32,38,0,123,10330,true,false
1772,2015-12-22,12,19,27,39,41,45,2,244,13112,false,false
1773,2015-12-24,15,30,39,41,45,59,0,36,2312,true,false
1774,2015-12-26,1,12,20,30,52,60,0,37,2707,true,false
1775,2015-12-31,2,18,31,42,51,56,6,827,62767,false,false
1776,2016-01-02,10,11,14,19,39,48,0,17,1051,true,false
1777,2016-01-06,4,19,38,44,52,55,0,62,3484,true,false
1778,2016-01-09,4,10,38,40,45,48,0,37,3457,true,false
1779,2016-01-12,12,25,30,39,56,57,0,30,2162,true,false
1780,2016-01-14,6,20,22,31,33,34,0,30,3095,true,false
1781,2016-01-16,1,8,22,49,52,53,2,54,3941,false,false
1782,2016-01-20,6,18,34,47,52,57,0,110,3430,true,false
1783,2016-01-23,4,6,16,18,21,38,0,67,4886,true,false
1784,2016-01-27,4,15,26,30,54,55,0,32,2896,true,false
1785,2016-01-30,5,11,27,41,42,54,0,91,6410,true,false
1786,2016-02-02,2,6,8,21,25,34,0,76,5065,true,false
1787,2016-02-04,1,5,13,25,26,29,2,167,8897,false,false
1788,2016-02-06,3,13,42,45,56,59,0,41,3508,true,false
1789,2016-02-10,6,25,43,57,58,59,0,16,1574,true,false
1790,2016-02-13,11,13,26,27,28,50,0,72,5672,true,false
1791,2016-02-17,12,18,46,50,53,55,0,36,3703,true,false
1792,2016-02-20,2,16,17,18,41,47,0,85,6593,true,false
1793,2016-02-24,13,14,22,54,56,58,1,80,5158,false,false
1794,2016-02-27,1,5,34,37,40,60,1,64,3568,false,false
1795,2016-03-02,30,42,47,50,55,58,0,48,2549,true,false
1796,2016-03-05,22,23,34,48,53,54,1,48,4783,false,false
1797,2016-03-08,2,13,14,35,54,57,0,32,2516,true,false
1798,2016-03-10,2,9,23,28,45,53,0,88,4315,true,false
1799,2016-03-12,1,3,4,39,51,53,0,39,3102,true,false
1800,2016-03-16,6,11,16,19,31,56,1,96,5710,false,false
1801,2016-03-19,6,19,34,43,45,54,0,82,3265,true,false
1802,2016-03-23,2,6,13,14,17,44,0,99,6229,true,false
1803,2016-03-26,4,8,29,38,49,50,0,35,2641,true,false
1804,2016-03-30,20,21,28,48,50,59,0,23,2088,true,false
1805,2016-04-02,17,22,27,31,49,57,0,53,4693,true,false
1806,2016-04-06,11,20,35,42,55,58,0,86,5047,true,false
1807,2016-04-09,1,15,16,22,25,43,0,94,7609,true,false
1808,2016-04-13,2,14,20,25,41,45,0,141,9208,true,false
1809,2016-04-16,9,12,23,24,46,54,0,188,13704,true,false
1810,2016-04-20,1,10,25,43,50,56,1,266,14324,false,false
1811,2016-04-23,5,17,32,35,37,57,0,82,4309,true,false
1812,2016-04-27,20,23,32,34,37,45,0,43,2976,true,false
1813,2016-04-30,9,11,13,15,19,51,0,209,9346,true,false
1814,2016-05-03,9,11,27,46,51,53,0,51,3473,true,false
1815,2016-05-05,8,11,25,39,41,60,3,84,4553,false,false
1816,2016-05-07,5,10,12,22,28,46,0,112,6085,true,false
1817,2016-05-11,1,4,26,39,47,55,0,49,3620,true,false
1818,2016-05-14,2,6,10,15,53,56,0,98,6394,true,false
1819,2016-05-18,17,18,26,30,33,37,0,30,4092,true,false
1820,2016-05-21,3,19,23,27,40,45,0,182,9333,true,false
1821,2016-05-25,19,22,31,36,52,53,2,84,6145,false,false
1822,2016-05-28,1,22,26,43,50,53,0,23,1885,true,false
1823,2016-06-01,4,9,21,34,54,59,0,70,4110,true,false
1824,2016-06-04,5,6,12,19,30,60,0,157,8192,true,false
1825,2016-06-07,10,11,21,50,51,54,1,41,3176,false,false
1826,2016-06-09,17,19,32,43,48,51,0,42,2476,true,false
1827,2016-06-11,26,33,42,43,53,54,0,44,2487,true,false
1828,2016-06-15,6,11,32,40,48,59,0,36,2502,true,false
1829,2016-06-18,7,13,24,30,32,53,0,103,6254,true,false
1830,2016-06-22,3,7,29,37,54,60,1,100,6640,false,false
1831,2016-06-25,15,27,28,32,48,55,1,71,3168,false,false
1832,2016-06-29,14,34,46,47,56,57,0,31,1786,true,false
1833,2016-07-02,2,3,7,16,27,42,0,105,6930,true,false
1834,2016-07-06,2,17,22,24,48,51,1,100,5132,false,false
1835,2016-07-09,8,28,36,47,50,58,0,41,3133,true,false
1836,2016-07-12,8,15,18,45,59,60,0,46,2948,true,false
1837,2016-07-14,41,44,48,50,54,57,0,32,2346,true,false
1838,2016-07-16,5,8,24,30,57,59,1,115,5293,false,false
1839,2016-07-20,7,22,28,32,56,58,0,30,2933,true,false
1840,2016-07-23,15,17,33,41,47,48,0,59,4879,true,false
1841,2016-07-27,3,6,13,38,49,51,0,81,6170,true,false
1842,2016-07-30,16,18,22,24,34,43,1,100,6722,false,false
1843,2016-08-03,8,26,28,33,41,54,1,51,3046,false,false
1844,2016-08-06,3,4,37,39,48,50,0,21,2121,true,false
1845,2016-08-09,3,9,13,29,30,51,0,75,4312,true,false
1846,2016-08-11,6,24,26,30,34,49,0,49,3189,true,false
1847,2016-08-13,1,6,45,49,50,57,0,44,3678,true,false
1848,2016-08-17,9,40,41,50,55,58,0,46,3330,true,false
1849,2016-08-20,3,5,11,27,35,44,0,194,11341,true,false
1850,2016-08-24,23,24,32,38,40,41,1,81,5935,false,false
1851,2016-08-27,8,18,21,22,35,37,0,40,3146,true,false
1852,2016-08-31,13,17,29,45,49,50,0,83,4187,true,false
1853,2016-09-03,1,2,34,39,41,45,1,28,2780,false,false
1854,2016-09-08,25,30,31,34,43,59,0,18,1548,true,false
1855,2016-09-10,6,10,15,24,38,39,0,55,4074,true,false
1856,2016-09-14,2,9,14,22,32,37,0,122,7199,true,false
1857,2016-09-17,13,23,25,35,52,53,0,198,5600,true,false
1858,2016-09-20,22,28,30,33,55,59,0,53,3799,true,false
1859,2016-09-22,1,13,14,21,26,51,0,88,6049,true,false
1860,2016-09-24,10,30,36,40,44,60,1,109,11392,false,false
1861,2016-09-28,2,4,9,35,45,60,0,41,3181,true,false
1862,2016-10-01,2,8,35,42,49,56,2,99,4549,false,false
1863,2016-10-05,16,23,45,56,58,59,0,31,2542,true,false
1864,2016-10-08,4,5,14,37,40,60,0,43,3530,true,false
1865,2016-10-13,1,5,31,32,37,42,0,38,3936,true,false
1866,2016-10-15,14,17,36,38,44,60,0,129,6185,true,false
1867,2016-10-18,3,10,17,21,22,43,0,96,6158,true,false
1868,2016-10-20,1,5,23,25,28,31,0,181,7846,true,false
1869,2016-10-22,11,23,24,26,40,52,0,66,4827,true,false
1870,2016-10-26,18,20,30,32,33,40,0,98,7040,true,false
1871,2016-10-29,3,11,17,33,52,58,1,275,15560,false,false
1872,2016-11-03,11,13,25,39,46,56,0,25,2790,true,false
1873,2016-11-05,5,25,28,41,53,54,0,27,3152,true,false
1874,2016-11-08,10,28,37,43,44,47,0,16,1933,true,false
1875,2016-11-10,1,45,47,52,53,55,1,45,2828,false,false
1876,2016-11-12,7,18,39,41,44,51,0,23,2308,true,false
1877,2016-11-16,13,16,23,24,32,35,0,90,4306,true,false
1878,2016-11-19,12,16,26,40,56,57,0,36,2981,true,false
1879,2016-11-23,5,10,20,57,58,59,1,103,4610,false,false
1880,2016-11-26,5,16,19,37,51,56,0,65,5045,true,false
1881,2016-11-30,3,10,30,44,53,56,1,44,4024,false,false
1882,2016-12-03,9,10,19,35,37,41,0,25,3054,true,false
1883,2016-12-07,16,27,28,47,59,60,0,30,2896,true,false
1884,2016-12-10,1,4,23,32,38,59,0,47,3839,true,false
1885,2016-12-14,7,14,18,23,32,59,0,88,6170,true,false
1886,2016-12-17,3,7,15,40,45,54,0,72,6962,true,false
1887,2016-12-20,11,23,34,41,46,56,0,54,3496,true,false
1888,2016-12-22,1,10,17,18,45,48,2,113,7195,false,false
1889,2016-12-24,16,23,25,28,30,44,0,49,3138,true,false
1890,2016-12-31,5,11,22,24,51,53,6,1665,124889,false,false
1891,2017-01-04,1,3,19,23,47,58,0,46,3488,true,false
1892,2017-01-07,6,17,22,30,37,50,0,31,2623,true,false
1893,2017-01-11,16,17,19,28,45,58,0,44,3162,true,false
1894,2017-01-14,21,31,35,53,54,57,0,37,2761,true,false
1895,2017-01-18,2,3,5,10,15,34,0,175,10199,true,false
1896,2017-01-21,3,6,14,15,21,25,1,133,7692,false,false
1897,2017-01-25,9,22,25,47,52,58,0,46,2873,true,false
1898,2017-01-28,12,34,45,53,55,58,0,32,2722,true,false
1899,2017-02-01,20,23,35,36,44,48,0,39,3023,true,false
1900,2017-02-04,8,11,27,28,43,46,0,87,5573,true,false
1901,2017-02-08,11,12,26,30,37,53,0,60,4645,true,false
1902,2017-02-11,2,7,9,18,21,25,3,367,13764,false,false
1903,2017-02-15,9,10,15,28,43,45,0,41,3205,true,false
1904,2017-02-18,12,15,18,21,51,56,0,82,4003,true,false
1905,2017-02-21,29,35,43,54,56,57,0,22,2351,true,false
1906,2017-02-23,6,27,33,39,40,60,0,54,3833,true,false
1907,2017-02-25,3,25,35,38,44,48,0,55,4353,true,false
1908,2017-03-01,4,10,13,23,27,57,0,95,5839,true,false
1909,2017-03-04,11,40,43,45,47,57,0,27,4423,true,false
1910,2017-03-08,6,9,15,22,39,48,1,219,10816,false,false
1911,2017-03-11,16,18,23,30,32,33,0,42,2817,true,false
1912,2017-03-15,10,13,33,35,36,42,1,43,4556,false,false
1913,2017-03-18,4,14,17,43,52,56,0,43,2960,true,false
1914,2017-03-22,16,29,33,39,42,44,1,27,2403,false,false
1915,2017-03-25,2,20,21,33,48,57,0,39,3429,true,false
1916,2017-03-29,3,9,18,23,50,52,0,100,5478,true,false
1917,2017-04-01,4,21,25,33,36,46,0,70,5412,true,false
1918,2017-04-05,16,17,20,22,38,50,0,67,5269,true,false
1919,2017-04-08,11,28,37,45,54,60,0,67,5858,true,false
1920,2017-04-12,25,31,33,39,43,45,0,90,6586,true,false
1921,2017-04-15,10,15,16,19,28,35,0,127,9277,true,false
1922,2017-04-19,20,22,36,38,41,43,0,124,8817,true,false
1923,2017-04-22,9,34,42,45,46,59,0,110,9351,true,false
1924,2017-04-26,12,16,30,52,53,58,1,188,11382,false,false
1925,2017-04-29,1,17,38,43,45,47,0,50,5258,true,false
1926,2017-05-03,2,3,14,20,30,46,1,95,6741,false,false
1927,2017-05-06,5,11,13,19,30,31,1,140,7385,false,false
1928,2017-05-09,10,26,28,51,53,59,0,28,1630,true,false
1929,2017-05-11,3,10,23,36,43,52,0,45,3225,true,false
1930,2017-05-13,4,17,18,37,52,56,0,50,4712,true,false
1931,2017-05-17,2,8,9,15,22,34,0,131,8918,true,false
1932,2017-05-20,10,16,21,29,44,55,0,72,5449,true,false
1933,2017-05-24,2,14,15,19,35,59,0,86,6417,true,false
1934,2017-05-27,8,23,35,39,56,59,0,105,6699,true,false
1935,2017-05-31,1,3,10,17,23,24,3,497,18964,false,false
1936,2017-06-03,3,12,24,40,51,52,0,43,2686,true,false
1937,2017-06-07,6,10,24,29,43,55,1,71,4055,false,false
1938,2017-06-10,10,16,32,40,42,54,0,24,2220,true,false
1939,2017-06-14,7,24,29,39,45,52,0,59,3620,true,false
1940,2017-06-17,9,13,16,17,36,47,0,95,6468,true,false
1941,2017-06-21,1,9,24,38,48,49,1,63,4313,false,false
1942,2017-06-24,6,18,20,24,43,48,0,56,4126,true,false
1943,2017-06-28,9,11,12,30,39,43,0,23,2870,true,false
1944,2017-07-01,8,9,39,47,57,59,0,41,2879,true,false
1945,2017-07-04,4,8,10,21,45,54,0,50,4258,true,false
1946,2017-07-06,4,6,39,44,52,60,0,40,3729,true,false
1947,2017-07-08,8,33,40,52,55,59,0,63,4250,true,false
1948,2017-07-12,12,20,24,28,33,57,0,100,7199,true,false
1949,2017-07-15,1,6,14,22,30,56,0,130,8455,true,false
1950,2017-07-19,10,21,32,34,48,57,0,88,7215,true,false
1951,2017-07-22,14,16,19,21,33,55,0,209,13551,true,false
1952,2017-07-26,9,21,36,38,52,53,0,180,13017,true,false
1953,2017-07-29,9,26,29,42,43,45,1,237,16988,false,false
1954,2017-08-02,9,25,33,35,40,49,0,32,2483,true,false
1955,2017-08-05,15,27,33,36,41,45,0,147,7391,true,false
1956,2017-08-08,5,8,20,28,40,45,0,74,5000,true,false
1957,2017-08-10,2,14,22,23,29,47,1,98,8329,false,false
1958,2017-08-12,15,20,22,24,34,55,0,32,2670,true,false
1959,2017-08-16,8,21,27,35,43,56,0,94,4639,true,false
1960,2017-08-19,1,18,25,37,39,43,0,116,6655,true,false
1961,2017-08-23,17,25,26,30,32,50,0,55,4505,true,false
1962,2017-08-26,5,6,15,25,39,53,0,86,6431,true,false
1963,2017-08-30,4,5,7,34,42,60,0,80,6686,true,false
1964,2017-09-02,2,27,32,36,48,50,0,119,7880,true,false
1965,2017-09-06,26,28,35,38,48,55,1,98,6377,false,false
1966,2017-09-09,10,13,19,32,40,60,0,29,2758,true,false
1967,2017-09-13,13,30,32,39,46,54,0,43,3175,true,false
1968,2017-09-16,35,36,39,44,48,52,0,48,3782,true,false
1969,2017-09-19,8,20,30,32,48,59,0,20,1999,true,false
1970,2017-09-21,5,10,18,24,39,52,0,87,6153,true,false
1971,2017-09-23,4,10,41,44,52,54,0,39,4001,true,false
1972,2017-09-27,9,16,20,54,57,59,0,85,5317,true,false
1973,2017-09-30,1,12,16,17,52,60,0,110,7294,true,false
1974,2017-10-04,4,19,27,38,54,57,1,141,8994,false,false
1975,2017-10-07,8,11,24,26,47,57,1,76,5845,false,false
1976,2017-10-11,12,14,19,25,52,59,0,62,3551,true,false
1977,2017-10-14,3,16,28,32,34,37,1,91,4723,false,false
1978,2017-10-17,2,6,22,44,55,57,0,29,2089,true,false
1979,2017-10-19,22,23,29,32,38,45,1,32,2677,false,false
1980,2017-10-21,12,16,17,18,34,37,0,77,4689,true,false
1981,2017-10-25,6,15,19,37,39,53,0,85,5215,true,false
1982,2017-10-28,4,14,20,24,46,50,1,45,4144,false,false
1983,2017-11-01,5,6,10,14,22,36,1,73,4884,false,false
1984,2017-11-04,21,29,32,35,43,50,0,13,1743,true,false
1985,2017-11-07,9,28,29,34,36,55,0,36,2503,true,false
1986,2017-11-09,23,36,43,44,55,56,0,41,3164,true,false
1987,2017-11-11,10,14,31,34,45,58,0,59,3920,true,false
1988,2017-11-16,5,10,39,42,46,54,0,87,5711,true,false
1989,2017-11-18,15,22,30,32,40,58,0,47,3280,true,false
1990,2017-11-22,11,24,26,34,37,59,0,78,5852,true,false
1991,2017-11-25,19,20,28,34,36,44,0,80,6152,true,false
1992,2017-11-29,5,11,13,21,53,54,2,142,11405,false,false
1993,2017-12-02,6,17,33,48,50,57,0,39,3063,true,false
1994,2017-12-06,2,5,12,32,40,44,0,51,3686,true,false
1995,2017-12-09,14,26,29,35,37,39,0,66,4840,true,false
1996,2017-12-13,7,20,21,24,40,56,0,144,4933,true,false
1997,2017-12-16,1,7,14,31,35,46,0,86,6280,true,false
1998,2017-12-19,8,21,24,25,52,57,0,61,4810,true,false
1999,2017-12-21,15,37,38,42,49,50,0,73,4434,true,false
2000,2017-12-31,3,6,10,17,34,37,17,4862,173428,false,true
2001,2018-01-03,20,22,36,42,52,60,0,12,1214,true,false
2002,2018-01-06,4,28,30,38,46,59,0,24,2214,true,false
2003,2018-01-10,28,34,40,43,50,51,0,16,1865,true,false
2004,2018-01-13,1,5,14,23,35,45,3,79,6444,false,false
2005,2018-01-17,11,19,22,33,34,53,0,44,4052,true,false
2006,2018-01-20,1,9,14,20,25,54,0,71,5500,true,false
2007,2018-01-24,4,14,39,41,54,58,0,42,3340,true,false
2008,2018-01-27,22,27,33,42,58,59,0,49,4215,true,false
2009,2018-01-31,1,37,44,46,48,50,0,46,3665,true,false
2010,2018-02-03,8,10,18,34,39,56,0,106,7436,true,false
2011,2018-02-06,2,28,32,35,54,58,0,119,5949,true,false
2012,2018-02-08,8,11,27,35,36,51,0,107,6828,true,false
2013,2018-02-10,6,23,30,36,53,56,0,159,8465,true,false
2014,2018-02-14,16,32,40,46,53,56,0,46,4140,true,false
2015,2018-02-17,17,18,27,32,39,58,1,130,12558,false,false
2016,2018-02-21,4,11,17,18,21,48,0,64,4543,true,false
2017,2018-02-24,2,10,11,24,38,56,0,123,6125,true,false
2018,2018-02-28,11,22,25,27,55,59,0,83,4661,true,false
2019,2018-03-03,23,41,46,52,54,59,0,54,4043,true,false
2020,2018-03-07,2,36,46,48,57,60,0,46,4530,true,false
2021,2018-03-10,7,14,32,37,40,60,0,101,6982,true,false
2022,2018-03-14,4,28,45,48,52,60,0,79,6343,true,false
2023,2018-03-17,1,6,7,8,23,56,2,217,13622,false,false
2024,2018-03-21,16,20,23,29,35,47,0,45,3221,true,false
2025,2018-03-24,4,24,46,52,55,56,0,53,3730,true,false
2026,2018-03-28,10,23,31,33,51,52,0,105,6365,true,false
2027,2018-03-31,11,15,29,37,39,44,0,76,4916,true,false
2028,2018-04-04,7,11,24,36,42,58,4,261,9867,false,false
2029,2018-04-07,6,15,18,33,37,40,0,78,4398,true,false
2030,2018-04-11,4,27,38,40,58,59,1,63,4017,false,false
2031,2018-04-14,18,23,37,39,50,55,0,48,3252,true,false
2032,2018-04-17,6,14,19,20,39,53,0,27,2075,true,false
2033,2018-04-20,10,18,33,38,40,43,1,27,3644,false,false
2034,2018-04-25,6,7,13,17,22,56,1,89,5597,false,false
2035,2018-04-28,30,35,36,38,49,52,0,37,2668,true,false
2036,2018-05-02,7,8,19,23,27,58,0,91,6675,true,false
2037,2018-05-05,14,16,23,30,45,60,0,48,4609,true,false
2038,2018-05-08,6,25,26,35,38,40,0,28,2768,true,false
2039,2018-05-10,6,12,22,28,31,44,0,91,6415,true,false
2040,2018-05-12,6,9,41,54,56,58,0,67,5680,true,false
2041,2018-05-16,10,12,22,25,42,54,1,120,9310,false,false
2042,2018-05-19,14,22,29,32,33,35,0,47,3018,true,false
2043,2018-05-23,21,38,53,56,57,58,0,19,2258,true,false
2044,2018-05-26,7,14,47,54,56,60,0,49,3612,true,false
2045,2018-05-30,15,25,27,45,46,50,1,70,3921,false,false
2046,2018-06-02,3,6,11,27,28,46,0,80,4630,true,false
2047,2018-06-06,1,18,19,29,44,54,0,30,2390,true,false
2048,2018-06-09,10,19,26,35,38,39,0,36,3611,true,false
2049,2018-06-13,10,19,27,31,51,53,0,49,4216,true,false
2050,2018-06-16,8,31,32,33,38,50,0,34,3540,true,false
2051,2018-06-20,1,5,6,37,44,53,0,46,5251,true,false
2052,2018-06-23,50,51,56,57,58,59,4,152,4816,false,false
2053,2018-06-27,12,22,27,37,40,55,0,17,1582,true,false
2054,2018-06-30,4,7,12,22,26,39,0,80,5237,true,false
2055,2018-07-03,6,25,35,43,46,53,0,41,2209,true,false
2056,2018-07-05,18,22,29,34,36,47,0,80,4927,true,false
2057,2018-07-07,10,13,20,37,38,54,0,42,4086,true,false
2058,2018-07-11,4,19,23,29,56,59,0,81,5435,true,false
2059,2018-07-14,4,5,36,40,44,56,0,77,5562,true,false
2060,2018-07-18,8,9,11,25,39,41,0,186,8570,true,false
2061,2018-07-21,33,36,40,44,45,54,0,93,6899,true,false
2062,2018-07-25,8,10,15,23,25,34,1,192,13804,false,false
2063,2018-07-28,6,10,19,24,25,29,0,94,5511,true,false
2064,2018-08-01,10,14,36,53,55,60,0,68,3311,true,false
2065,2018-08-04,4,11,20,30,37,43,0,74,4900,true,false
2066,2018-08-08,6,25,27,35,45,55,1,104,7345,false,false
2067,2018-08-11,2,11,13,26,32,59,0,57,3828,true,false
2068,2018-08-14,3,5,9,40,42,47,0,46,2466,true,false
2069,2018-08-16,3,17,34,35,40,48,0,48,3638,true,false
2070,2018-08-18,5,26,27,34,42,48,0,84,5654,true,false
2071,2018-08-22,24,33,34,35,46,60,0,33,3760,true,false
2072,2018-08-25,10,12,13,20,22,54,0,135,8860,true,false
2073,2018-08-29,12,15,18,30,52,55,0,80,5335,true,false
2074,2018-09-01,8,18,23,37,42,58,2,172,8812,false,false
2075,2018-09-05,7,9,23,33,57,59,0,98,5737,true,false
2076,2018-09-08,5,6,12,15,22,43,0,86,5364,true,false
2077,2018-09-12,13,16,26,35,37,39,1,117,6080,false,false
2078,2018-09-15,2,11,15,30,36,39,0,26,2715,true,false
2079,2018-09-18,1,2,14,37,55,58,0,23,1681,true,false
2080,2018-09-20,10,22,40,46,55,58,0,38,2892,true,false
2081,2018-09-22,13,18,35,40,41,42,1,128,4287,false,false
2082,2018-09-26,6,25,33,42,48,49,1,32,2640,false,false
2083,2018-09-29,1,18,19,33,56,60,0,80,3935,true,false
2084,2018-10-03,7,20,26,37,38,39,0,48,2667,true,false
2085,2018-10-06,12,21,25,37,38,49,0,64,4786,true,false
2086,2018-10-10,4,35,43,46,47,53,0,33,4355,true,false
2087,2018-10-13,2,18,19,23,34,53,1,52,4898,false,false
2088,2018-10-17,3,14,24,27,38,56,1,56,3262,false,false
2089,2018-10-20,5,10,32,38,48,49,0,29,2665,true,false
2090,2018-10-23,8,11,18,37,40,51,0,43,2659,true,false
2091,2018-10-25,10,11,12,37,38,59,1,75,3855,false,false
2092,2018-10-27,11,13,15,17,22,27,0,175,6609,true,false
2093,2018-10-31,8,14,27,34,52,54,0,46,3177,true,false
2094,2018-11-03,4,16,19,31,33,44,0,66,4528,true,false
2095,2018-11-07,16,29,35,43,49,56,0,78,4637,true,false
2096,2018-11-10,6,11,13,19,24,51,0,185,10842,true,false
2097,2018-11-14,9,24,28,45,49,51,0,113,6422,true,false
2098,2018-11-17,2,8,18,27,38,60,0,85,6551,true,false
2099,2018-11-21,5,15,20,27,30,58,0,97,7549,true,false
2100,2018-11-24,1,10,11,13,35,49,1,266,15540,false,false
2101,2018-11-28,2,8,18,37,56,58,0,61,3852,true,false
2102,2018-12-01,4,6,17,34,51,57,0,77,4557,true,false
2103,2018-12-04,3,13,40,44,46,50,0,40,2226,true,false
2104,2018-12-06,2,10,12,27,45,56,0,79,5762,true,false
2105,2018-12-08,11,13,16,24,31,46,0,106,6029,true,false
2106,2018-12-12,3,27,36,39,40,43,0,82,5610,true,false
2107,2018-12-15,8,38,44,50,56,60,0,72,5454,true,false
2108,2018-12-18,19,22,29,41,44,59,0,58,4051,true,false
2109,2018-12-20,4,12,16,34,44,49,0,125,7480,true,false
2110,2018-12-31,5,10,12,18,25,33,52,7688,303857,false,true
2111,2019-01-02,1,41,44,46,54,58,0,4,689,true,false
2112,2019-01-05,17,39,43,46,52,53,0,34,2547,true,false
2113,2019-01-09,11,14,21,25,46,50,0,30,2752,true,false
2114,2019-01-12,17,25,30,35,42,57,0,70,4376,true,false
2115,2019-01-15,4,19,27,35,40,44,0,75,4470,true,false
2116,2019-01-17,1,9,19,21,34,54,0,91,5468,true,false
2117,2019-01-19,4,28,29,30,43,52,0,44,4036,true,false
2118,2019-01-23,11,12,20,40,41,46,1,58,4135,false,false
